month,handle,revenue,hold,taxes,state
2021-07-01,21290275,2295743,10.8,545011,West Virginia
2021-08-01,26131251,2685271,10.3,573628,West Virginia
2021-09-01,52193627,6128575,11.7,989354,West Virginia
2021-10-01,68074615,3160579,4.6,1430931,West Virginia
2021-11-01,88190136,6983136,7.9,3116045,West Virginia
2021-12-01,64710557,5159229,8,1647603,West Virginia
2022-01-01,65125042,4528101,7,1506172,West Virginia
2022-02-01,48476816,1904490,3.9,583439,West Virginia
2022-03-01,55672438,3117541,5.6,1786015,West Virginia
2022-04-01,38655331,3067780,7.9,740689,West Virginia
2022-05-01,40439679,3748227,9.3,712092,West Virginia
2022-06-01,30145409,2066930,6.9,492294,West Virginia
2022-07-01,25769135,2706044,10.5,411760,West Virginia
2022-08-01,28553358,3455974,12.1,466837,West Virginia
2022-09-01,49859709,7217919,14.5,1153443,West Virginia
2022-10-01,56968266,5427011,9.5,950520,West Virginia
2022-11-01,72947153,5521747,7.6,836902,West Virginia
2022-12-01,58705514,8060617,13.7,1139022,West Virginia
2023-01-01,49384637,4019360,8.1,710621,West Virginia
2023-02-01,39740983,2726640,6.9,552899,West Virginia
2023-03-01,45538667,4469377,9.8,859136,West Virginia
2023-04-01,40827987,3107176,7.6,498267,West Virginia
2023-05-01,35140816,3849531,11,577577,West Virginia
2023-06-01,23695286,2053727,8.7,395497,West Virginia
2023-07-01,22301062,2719702,12.2,363589,West Virginia
2023-08-01,23959192,2595871,10.8,443391,West Virginia
2023-09-01,44472879,4333428,9.7,719185,West Virginia
2023-10-01,47737777,6376269,13.4,1411764,West Virginia
2023-11-01,56419080,5155090,9.1,1649340,West Virginia
2023-12-01,54009052,6317472,11.7,1587084,West Virginia
2024-01-01,50562352,6472412,12.8,971084,West Virginia
2024-02-01,39271363,3545481,9,780226,West Virginia
2024-03-01,47219129,4411150,9.3,921618,West Virginia
2024-04-01,36508941,3729072,10.2,576448,West Virginia
2024-05-01,32951615,3707617,11.3,505848,West Virginia
2024-06-01,27404227,3417618,12.5,894193,West Virginia
2024-07-01,23911409,3026553,12.7,386098,West Virginia
2024-08-01,28418980,4139945,14.6,702598,West Virginia
2024-09-01,49846374,7621383,15.3,1229800,West Virginia
2024-10-01,56009466,4873697,8.7,849733,West Virginia
2024-11-01,58674358,7179489,12.2,1600379,West Virginia
2024-12-01,54636599,3873233,7.1,690719,West Virginia
2025-01-01,52652101,6267271,11.9,802647,West Virginia
2025-02-01,38329029,4259018,11.1,938801,West Virginia
2025-03-01,51498749,2654302,5.2,582517,West Virginia
2025-04-01,37293218,4133529,11.1,490653,West Virginia
2025-05-01,32450942,4729648,14.6,560647,West Virginia
2025-06-01,26799032,4004448,14.9,497218,West Virginia
2025-07-01,23057019,3199430,13.9,386433,West Virginia
2021-09-01,6242469,954416,15.3,-12398,Wyoming
2021-10-01,10847657,881200,8.1,16021,Wyoming
2021-11-01,10973008,1363696,12.4,86499,Wyoming
2021-12-01,12285012,813504,6.6,21792,Wyoming
2022-01-01,13977632,1098460,7.9,46565,Wyoming
2022-02-01,10301603,722631,7,18824,Wyoming
2022-03-01,12704938,1101236,8.7,44806,Wyoming
2022-04-01,9995920,1007796,10.1,51187,Wyoming
2022-05-01,9340833,1011714,10.8,53163,Wyoming
2022-06-01,7322852,673269,9.2,38036,Wyoming
2022-07-01,7246352,680740,9.4,38365,Wyoming
2022-08-01,10990904,1237815,11.3,85672,Wyoming
2022-09-01,13575173,1932519,14.2,115550,Wyoming
2022-10-01,17275317,2039620,11.8,115893,Wyoming
2022-11-01,16702867,1478158,8.8,100009,Wyoming
2022-12-01,15087739,1803272,12,135101,Wyoming
2023-01-01,14339351,1587273,11.1,94081,Wyoming
2023-02-01,11591163,1106141,9.5,54296,Wyoming
2023-03-01,14777639,1837412,12.4,130677,Wyoming
2023-04-01,12623675,1264212,10,82848,Wyoming
2023-05-01,12778371,1306929,10.2,81448,Wyoming
2023-06-01,9483450,775389,8.2,37705,Wyoming
2023-07-01,8145480,998740,12.3,68363,Wyoming
2023-08-01,10464584,1207821,11.5,84103,Wyoming
2023-09-01,19259607,1525986,7.9,51752,Wyoming
2023-10-01,21234828,2271665,10.7,141087,Wyoming
2023-11-01,18525420,1562756,8.4,96471,Wyoming
2023-12-01,19023734,1849624,9.7,139849,Wyoming
2024-01-01,20272552,2662550,13.1,177183,Wyoming
2024-02-01,15511286,1946594,12.5,114530,Wyoming
2024-03-01,17690741,1718721,9.7,112306,Wyoming
2024-04-01,15428621,1499242,9.7,94165,Wyoming
2024-05-01,12506784,1664699,13.3,115659,Wyoming
2024-06-01,10886389,1080628,9.9,61646,Wyoming
2024-07-01,9721357,1503414,15.5,104057,Wyoming
2024-08-01,12202468,1593257,13.1,116181,Wyoming
2024-09-01,22875228,2953222,12.9,144962,Wyoming
2024-10-01,24450136,1927422,7.9,95613,Wyoming
2024-11-01,22824032,3422167,15,241071,Wyoming
2024-12-01,25236214,838736,3.3,28494,Wyoming
2025-01-01,25274561,2896369,11.5,171278,Wyoming
2025-02-01,16831678,2106645,12.5,139552,Wyoming
2025-03-01,20936441,1140417,5.4,50881,Wyoming
2025-04-01,15842969,1795453,11.3,117519,Wyoming
2025-05-01,14993382,2070033,13.8,151108,Wyoming
2025-06-01,14312005,2022373,14.1,153910,Wyoming
2025-07-01,11643232,1286796,11.1,96032,Wyoming
