month,handle,revenue,hold,taxes,state
2024-11-01,614362613,68820755,11.2,6516195,Indiana
2024-12-01,563624406,29758090,5.3,2990506,Indiana
2025-01-01,538705450,57029654,10.6,5231271,Indiana
2025-02-01,432889381,47302722,10.9,4535783,Indiana
2025-03-01,553578453,34995596,6.3,3399998,Indiana
2025-04-01,437099849,41423026,9.5,3815677,Indiana
2025-05-01,433271506,42057323,9.7,4158899,Indiana
2025-06-01,351462412,46955926,13.4,4307413,Indiana
2025-07-01,284895674,34442080,12.1,3272467,Indiana
2025-08-01,361145386,45561700,12.6,4323729,Indiana
2019-08-01,8576341,2161807,25.2,145922,Iowa
2019-09-01,38545352,4959745,12.9,334783,Iowa
2019-10-01,46500331,5658131,12.2,381924,Iowa
2019-11-01,59344806,3599750,6.1,242983,Iowa
2019-12-01,59258838,2904257,4.9,196037,Iowa
2020-01-01,58027141,3232696,5.6,218349,Iowa
2020-02-01,56920783,755334,1.3,50985,Iowa
2020-03-01,19585711,1185888,6.1,80047,Iowa
2020-04-01,1568497,150331,9.6,10147,Iowa
2020-05-01,6976637,501062,7.2,33822,Iowa
2020-06-01,12711201,620740,4.9,41900,Iowa
2020-07-01,22859622,2244012,9.8,151471,Iowa
2020-08-01,50313674,3003903,6,202763,Iowa
2020-09-01,72397241,5167816,7.1,348828,Iowa
2020-10-01,81902416,9080995,11.1,612967,Iowa
2020-11-01,87169919,8144096,9.3,549726,Iowa
2020-12-01,104815630,7537004,7.2,508748,Iowa
2021-01-01,149524789,11343303,7.6,765673,Iowa
2021-02-01,143615170,7708148,5.4,520300,Iowa
2021-03-01,161439561,13454158,8.3,908156,Iowa
2021-04-01,118355535,7725272,6.5,521456,Iowa
2021-05-01,114882963,6133477,5.3,414010,Iowa
2021-06-01,111176671,8424699,7.6,568667,Iowa
2021-07-01,89960118,8112953,9,547624,Iowa
2021-08-01,109149917,7327163,6.7,494584,Iowa
2021-09-01,216116399,11135516,5.2,751647,Iowa
2021-10-01,285532771,10840968,3.8,731765,Iowa
2021-11-01,287436570,19935558,6.9,1345650,Iowa
2021-12-01,266518049,13371197,5,902556,Iowa
2022-01-01,303327688,14269557,4.7,963195,Iowa
2022-02-01,215921313,8579100,4,579089,Iowa
2022-03-01,233525474,14411046,6.2,972746,Iowa
2022-04-01,177370317,12398243,7,836881,Iowa
2022-05-01,147913284,12630387,8.5,852551,Iowa
2022-06-01,122437950,6568678,5.4,443386,Iowa
2022-07-01,108556796,11173191,10.3,754190,Iowa
2022-08-01,122568313,14418923,11.8,973277,Iowa
2022-09-01,200230741,25417557,12.7,1715685,Iowa
2022-10-01,238788234,19137523,8,1291783,Iowa
2022-11-01,247476284,5802261,2.3,391653,Iowa
2022-12-01,229949570,20745524,9,1400323,Iowa
2023-01-01,233619612,16543361,7.1,1116677,Iowa
2023-02-01,193879638,11871156,6.1,802488,Iowa
2023-03-01,232614150,19857210,8.5,1340355,Iowa
2023-04-01,172589394,14117868,8.2,953605,Iowa
2023-05-01,147715126,16599871,11.2,1122711,Iowa
2023-06-01,115595593,7131173,6.2,482852,Iowa
2023-07-01,109680895,10568989,9.6,715638,Iowa
2023-08-01,141295039,13507280,9.6,913527,Iowa
2023-09-01,245759020,24059083,9.8,1625305,Iowa
2023-10-01,255293522,24189825,9.5,1632804,Iowa
2023-11-01,289698466,14090776,4.9,952539,Iowa
2023-12-01,282723930,26251213,9.3,1774335,Iowa
2024-01-01,259468795,22064697,8.5,1487626,Iowa
2024-02-01,220583732,13608943,6.2,920400,Iowa
2024-03-01,272366214,18194914,6.7,1235155,Iowa
2024-04-01,209522911,16527342,7.9,1120126,Iowa
2024-05-01,182461326,16697596,9.2,1130475,Iowa
2024-06-01,146682918,12494103,8.5,845443,Iowa
2024-07-01,138136616,13880200,10,936914,Iowa
2024-08-01,166987544,15755187,9.4,1063475,Iowa
2024-09-01,270853308,27459491,10.1,1853516,Iowa
2024-10-01,294931669,18443864,6.3,1244961,Iowa
2024-11-01,315221241,30069720,9.5,2029706,Iowa
2024-12-01,293123307,13286724,4.5,896854,Iowa
2025-01-01,289730209,26188816,9,1767745,Iowa
2025-02-01,216451614,21272944,9.8,1435924,Iowa
2025-03-01,287826745,15749320,5.5,1063079,Iowa
2025-04-01,215555373,18757824,8.7,1266153,Iowa
2025-05-01,202573365,20059489,9.9,1354015,Iowa
2025-06-01,168169130,19210711,11.4,1296723,Iowa
2025-07-01,146718572,17995577,12.3,1214701,Iowa
2025-08-01,181612625,22069518,12.2,1489692,Iowa
2022-09-01,160527371,22014698,13.7,129618,Kansas
2022-10-01,189919311,18582842,9.8,141088,Kansas
2022-11-01,186353708,19073128,10.2,795784,Kansas
2022-12-01,181977180,16835233,9.3,1026140,Kansas
2023-01-01,206060734,15105189,7.3,598745,Kansas
2023-02-01,194034469,-845377,-0.4,1134,Kansas
2023-03-01,206287094,20975191,10.2,911159,Kansas
2023-04-01,132981289,14636899,11,919720,Kansas
2023-05-01,120323444,14550824,12.1,887390,Kansas
2023-06-01,98125865,8195048,8.4,409425,Kansas
2023-07-01,79715016,9644263,12.1,683176,Kansas
2023-08-01,94415479,7662828,8.1,484366,Kansas
2023-09-01,219293493,18155498,8.3,806097,Kansas
2023-10-01,249711810,25404712,10.2,1437030,Kansas
2023-11-01,260937284,18017353,6.9,892968,Kansas
2023-12-01,259678435,30913033,11.9,2005261,Kansas
2024-01-01,239618587,20864472,8.7,1433272,Kansas
2024-02-01,203046644,8463732,4.2,305494,Kansas
2024-03-01,252901770,16760995,6.6,714697,Kansas
2024-04-01,192085924,17890802,9.3,1040396,Kansas
2024-05-01,172204880,17210244,10,976764,Kansas
2024-06-01,140102333,14518082,10.4,936385,Kansas
2024-07-01,122040797,13443364,11,919947,Kansas
2024-08-01,146975336,10581830,7.2,657288,Kansas
2024-09-01,248870846,34077993,13.7,1831387,Kansas
2024-10-01,275916403,12970435,4.7,498355,Kansas
2024-11-01,290968780,34755047,11.9,2552778,Kansas
2024-12-01,261279556,15197061,5.8,878610,Kansas
2025-01-01,301837632,28162001,9.3,1615836,Kansas
2025-02-01,216186512,34977452,16.2,2394014,Kansas
2025-03-01,248409034,15324367,6.2,803031,Kansas
2025-04-01,208813092,20404281,9.8,1317499,Kansas
2025-05-01,199709373,22950705,11.5,1895140,Kansas
2025-06-01,185151157,21683264,11.7,1724859,Kansas
2025-07-01,173872673,13076056,7.5,1049429,Kansas
2023-09-01,45519529,2672336,5.9,321966,Kentucky
2023-10-01,295088668,54341931,18.4,7616625,Kentucky
2023-11-01,281189728,22448055,8,3088163,Kentucky
2023-12-01,263666578,32281926,12.2,4463311,Kentucky
2024-01-01,245604391,35967751,14.6,4992513,Kentucky
2024-02-01,199449415,19491642,9.8,2703511,Kentucky
2024-03-01,256246092,22107013,8.6,3036740,Kentucky
2024-04-01,187913248,23299806,12.4,3232441,Kentucky
2024-05-01,181351570,21603055,11.9,2985052,Kentucky
2024-06-01,150313715,15766956,10.5,2169707,Kentucky
2024-07-01,129270001,15431176,11.9,2134875,Kentucky
2024-08-01,151409420,12143827,8,1666257,Kentucky
2024-09-01,255863414,34241491,13.4,4747314,Kentucky
2024-10-01,274928954,21140573,7.7,2988347,Kentucky
2024-11-01,301740758,36629991,12.1,5046384,Kentucky
2024-12-01,293022542,20245509,6.9,2916545,Kentucky
2025-01-01,277120575,33638951,12.1,4683071,Kentucky
2025-02-01,224733400,29873955,13.3,4152284,Kentucky
2025-03-01,293176264,20161754,6.9,2740108,Kentucky
2025-04-01,219760442,24242438,11,3360318,Kentucky
2025-05-01,209561146,26211739,12.5,3524900,Kentucky
2025-06-01,174823576,23024926,13.2,3197132,Kentucky
2025-07-01,161423832,17685241,11,2438300,Kentucky
2021-11-01,27871038,5685706,20.4,568571,Louisiana
2021-12-01,39517545,4380700,11.1,438070,Louisiana
2022-01-01,89757060,7992540,8.9,533259,Louisiana
2022-02-01,238413596,27316419,11.5,2421541,Louisiana
2022-03-01,232730341,30943063,13.3,3413595,Louisiana
2022-04-01,208255060,6140843,2.9,2573658,Louisiana
2022-05-01,171135819,25691302,15,2663220,Louisiana
2022-06-01,132438215,10891261,8.2,1424413,Louisiana
2022-07-01,118522225,20980159,17.7,2442246,Louisiana
2022-08-01,128251857,9587258,7.5,1775179,Louisiana
2022-09-01,203807226,33390478,16.4,4040335,Louisiana
2022-10-01,255805485,30776126,12,4308649,Louisiana
2022-11-01,268638967,-25313281,-9.4,4244196,Louisiana
2022-12-01,254753433,37296799,14.6,4365471,Louisiana
2023-01-01,282269901,35728478,12.7,3330035,Louisiana
2023-02-01,197709561,23295088,11.8,2554375,Louisiana
2023-03-01,249280628,32319508,13,3590725,Louisiana
2023-04-01,209746932,23415190,11.2,2945211,Louisiana
2023-05-01,195123855,29860212,15.3,3579595,Louisiana
2023-06-01,160083233,13981060,8.7,1697439,Louisiana
2023-07-01,134757491,18282477,13.6,2185154,Louisiana
2023-08-01,153933704,18137683,11.8,2109829,Louisiana
2023-09-01,280093549,43143474,15.4,5318554,Louisiana
2023-10-01,308613008,43338752,14,5319894,Louisiana
2023-11-01,356479622,29304005,8.2,3245327,Louisiana
2023-12-01,377046556,56520231,15,7590704,Louisiana
2024-01-01,346320907,52696465,15.2,5681508,Louisiana
2024-02-01,274775955,31152229,11.3,3765778,Louisiana
2024-03-01,350006557,37700995,10.8,4910457,Louisiana
2024-04-01,283059884,40367859,14.3,5387113,Louisiana
2024-05-01,256659997,34711724,13.5,5767757,Louisiana
2024-06-01,212056544,27221159,12.8,3850037,Louisiana
2024-07-01,184543537,25033903,13.6,3511412,Louisiana
2024-08-01,234512847,27073503,11.5,3698568,Louisiana
2024-09-01,351679502,55224101,15.7,7642906,Louisiana
2024-10-01,401847954,42817957,10.7,6231188,Louisiana
2024-11-01,413465532,58209106,14.1,8175472,Louisiana
2024-12-01,390727667,35204850,9,6441847,Louisiana
2025-01-01,382873920,53668017,14,5923633,Louisiana
2025-02-01,381244368,53876140,14.1,7034948,Louisiana
2025-03-01,386427937,31796443,8.2,4086575,Louisiana
2025-04-01,343838482,40667102,11.8,5833885,Louisiana
2025-05-01,300668112,47515425,15.8,6715422,Louisiana
2025-06-01,245347399,33573477,13.7,4745648,Louisiana
2025-07-01,226678137,32610110,14.4,4652203,Louisiana
2023-11-01,37467976,4586743,12.2,464151,Maine
2023-12-01,44354459,4353944,9.8,437884,Maine
2024-01-01,38010991,5430666,14.3,546149,Maine
2024-02-01,33610150,4220952,12.6,425602,Maine
2024-03-01,47407405,2672964,5.6,270607,Maine
2024-04-01,38203545,4063250,10.6,414356,Maine
2024-05-01,39649761,3174572,8,331278,Maine
2024-06-01,39123547,3137935,8,342513,Maine
2024-07-01,41909343,5283156,12.6,603284,Maine
2024-08-01,35342087,3364627,9.5,355576,Maine
2024-09-01,51376494,6483745,12.6,664355,Maine
2024-10-01,51881731,3771980,7.3,378254,Maine
2024-11-01,51280750,7878434,15.4,790413,Maine
2024-12-01,52244023,3973509,7.6,396313,Maine
2025-01-01,50253633,6990187,13.9,698264,Maine
2025-02-01,41037515,5227371,12.7,525022,Maine
2025-03-01,48860790,4113135,8.4,414802,Maine
2025-04-01,45960567,5448560,11.9,555116,Maine
2025-05-01,39947302,5066265,12.7,515166,Maine
2025-06-01,34331407,4388816,12.8,446044,Maine
2025-07-01,36393558,3413284,9.4,356337,Maine
2025-08-01,45686606,4996648,10.9,514262,Maine
2021-12-01,16552430,3170001,19.2,469297,Maryland
2022-01-01,32530831,4375316,13.4,644098,Maryland
2022-02-01,25526148,955377,3.7,134628,Maryland
2022-03-01,31025892,3927573,12.7,577019,Maryland
2022-04-01,26908845,2838501,10.5,415801,Maryland
2022-05-01,23095542,3077031,13.3,452897,Maryland
2022-06-01,19121331,1309834,6.9,189323,Maryland
2022-07-01,15492757,2026548,13.1,298177,Maryland
2022-08-01,18650802,3231851,17.3,477840,Maryland
2022-09-01,31376072,6639776,21.2,984308,Maryland
2022-10-01,39663586,5309436,13.4,781642,Maryland
2022-11-01,219071373,30620539,14,704728,Maryland
2022-12-01,497121655,85168804,17.1,440043,Maryland
2023-01-01,441481779,59601405,13.5,2114614,Maryland
2023-02-01,339421546,40214644,11.8,2796881,Maryland
2023-03-01,385967195,47548314,12.3,5310057,Maryland
2023-04-01,328454398,35644586,10.9,3864686,Maryland
2023-05-01,320199671,42742217,13.3,4650712,Maryland
2023-06-01,254476790,27077118,10.6,2835051,Maryland
2023-07-01,247412348,28114521,11.4,3312633,Maryland
2023-08-01,263729559,24900638,9.4,2555670,Maryland
2023-09-01,442450665,45575923,10.3,3231428,Maryland
2023-10-01,483147391,58701910,12.1,5812246,Maryland
2023-11-01,550716329,41628982,7.6,3199529,Maryland
2023-12-01,559865463,62330932,11.1,6482403,Maryland
2024-01-01,544971369,80000651,14.7,8246847,Maryland
2024-02-01,442557658,43445464,9.8,4210511,Maryland
2024-03-01,536730427,45104095,8.4,4853986,Maryland
2024-04-01,486319123,50420705,10.4,5686446,Maryland
2024-05-01,431528137,51065131,11.8,6991255,Maryland
2024-06-01,384687981,39668882,10.3,5728503,Maryland
2024-07-01,333269669,43764979,13.1,6254056,Maryland
2024-08-01,377381689,39249994,10.4,5584303,Maryland
2024-09-01,532866676,65431799,12.3,9379598,Maryland
2024-10-01,593105471,49601687,8.4,7049747,Maryland
2024-11-01,639867400,82338595,12.9,11798035,Maryland
2024-12-01,637301167,45622988,7.2,6510765,Maryland
2025-01-01,618824226,82095604,13.3,8244612,Maryland
2025-02-01,475708504,59974564,12.6,6350174,Maryland
2025-03-01,588500308,47851962,8.1,4419403,Maryland
2025-04-01,513716232,59168444,11.5,6359834,Maryland
2025-05-01,504448189,66309912,13.1,7746363,Maryland
2025-06-01,403841872,57109738,14.1,9226682,Maryland
2025-07-01,364075296,44560773,12.2,7252318,Maryland
2025-08-01,434220458,52459100,12.1,9039368,Maryland
2023-01-01,642630,65076,10.1,9718,Massachusetts
2023-02-01,24979240,1486743,6,202660,Massachusetts
2023-03-01,584520728,48321254,8.3,9345767,Massachusetts
2023-04-01,574829883,60509931,10.5,11799200,Massachusetts
2023-05-01,457140440,62096790,13.6,12120400,Massachusetts
2023-06-01,332312764,32918844,9.9,6409217,Massachusetts
2023-07-01,296640882,30132704,10.2,5842263,Massachusetts
2023-08-01,320736344,23533469,7.3,4532848,Massachusetts
2023-09-01,519792909,51033638,9.8,9898638,Massachusetts
2023-10-01,567177959,60715050,10.7,11817541,Massachusetts
2023-11-01,654894685,50551441,7.7,9770946,Massachusetts
2023-12-01,655598548,62161918,9.5,12045361,Massachusetts
2024-01-01,650279922,72718241,11.2,14165765,Massachusetts
2024-02-01,538839465,53857610,10,10514395,Massachusetts
2024-03-01,658740411,47840152,7.3,9208587,Massachusetts
2024-04-01,601732077,51131274,8.5,9918583,Massachusetts
2024-05-01,587433477,59025991,10,11485181,Massachusetts
2024-06-01,505365090,42427413,8.4,8232157,Massachusetts
2024-07-01,414278424,42232314,10.2,8180118,Massachusetts
2024-08-01,453078241,34500602,7.6,6646701,Massachusetts
2024-09-01,679185062,75371722,11.1,14635557,Massachusetts
2024-10-01,751665344,50321644,6.7,9659885,Massachusetts
2024-11-01,779193225,82589650,10.6,16049678,Massachusetts
2024-12-01,784218035,59418827,7.6,11499381,Massachusetts
2025-01-01,762349450,96372001,12.6,18836029,Massachusetts
2025-02-01,622888989,67108767,10.8,13103806,Massachusetts
2025-03-01,775092727,54246757,7,10410483,Massachusetts
2025-04-01,688062638,67625682,9.8,13163929,Massachusetts
2025-05-01,655362561,82479454,12.6,16104935,Massachusetts
2025-06-01,529760307,63455206,12,12386337,Massachusetts
2025-07-01,491542714,49227738,10,9577074,Massachusetts
2020-03-01,593956,105548,17.8,8866,Michigan
2020-04-01,0,0,NA,0,Michigan
2020-05-01,0,0,NA,0,Michigan
2020-06-01,0,0,NA,0,Michigan
2020-07-01,0,0,NA,0,Michigan
2020-08-01,15744256,1977052,12.6,166072,Michigan
2020-09-01,33503929,4376407,13.1,367618,Michigan
2020-10-01,46120824,7596972,16.5,638146,Michigan
2020-11-01,25080140,2337638,9.3,196362,Michigan
2020-12-01,9720393,1883240,19.4,158192,Michigan
2021-01-01,150849896,17423564,11.6,517022,Michigan
2021-02-01,325569037,9395302,2.9,242185,Michigan
2021-03-01,383691892,35238593,9.2,1111886,Michigan
2021-04-01,274212630,21922961,8,629336,Michigan
2021-05-01,257748035,21228714,8.2,1140664,Michigan
2021-06-01,259504202,27244793,10.5,1638701,Michigan
2021-07-01,206267088,20766255,10.1,1241237,Michigan
2021-08-01,208565955,17536332,8.4,896007,Michigan
2021-09-01,386780231,27135351,7,981126,Michigan
2021-10-01,497565425,26947289,5.4,1129191,Michigan
2021-11-01,500521376,58762835,11.7,2893243,Michigan
2021-12-01,514630536,35920227,7,1208065,Michigan
2022-01-01,532681710,36647758,6.9,2135046,Michigan
2022-02-01,423768381,21633471,5.1,581548,Michigan
2022-03-01,477967947,32445133,6.8,1466772,Michigan
2022-04-01,396009819,32630491,8.2,1696097,Michigan
2022-05-01,356130390,35920231,10.1,1992223,Michigan
2022-06-01,292389429,15826610,5.4,569834,Michigan
2022-07-01,224966256,22874582,10.2,1307287,Michigan
2022-08-01,229797476,25654849,11.2,1490223,Michigan
2022-09-01,383102602,50442748,13.2,2601351,Michigan
2022-10-01,504336507,51362299,10.2,2972271,Michigan
2022-11-01,498118043,42758230,8.6,2494635,Michigan
2022-12-01,494820409,50450735,10.2,2827280,Michigan
2023-01-01,490904822,33785629,6.9,1727227,Michigan
2023-02-01,357161200,23134728,6.5,959332,Michigan
2023-03-01,421666037,46016812,10.9,2900149,Michigan
2023-04-01,338127853,36275215,10.7,2403415,Michigan
2023-05-01,305275755,36125966,11.8,2152149,Michigan
2023-06-01,235996767,17928415,7.6,858495,Michigan
2023-07-01,208808123,22985461,11,1529187,Michigan
2023-08-01,228495763,23480419,10.3,1472826,Michigan
2023-09-01,475772391,45606094,9.6,1853777,Michigan
2023-10-01,551127024,46135708,8.4,2537783,Michigan
2023-11-01,584142443,37043266,6.3,1180415,Michigan
2023-12-01,613425699,65920318,10.7,4021700,Michigan
2024-01-01,601585142,48197778,8,2026498,Michigan
2024-02-01,415816758,30361417,7.3,1289879,Michigan
2024-03-01,497622752,43534858,8.7,2466112,Michigan
2024-04-01,414426339,43437160,10.5,2616238,Michigan
2024-05-01,354836011,42766351,12.1,2597165,Michigan
2024-06-01,285170266,31802442,11.2,1598793,Michigan
2024-07-01,256764457,29041633,11.3,1449451,Michigan
2024-08-01,289680651,29053190,10,1303865,Michigan
2024-09-01,523776650,59216535,11.3,2029809,Michigan
2024-10-01,582611718,32209323,5.5,907667,Michigan
2024-11-01,671219907,60207253,9,2673011,Michigan
2024-12-01,617500845,20486082,3.3,250497,Michigan
2025-01-01,574628174,85560634,14.9,4344539,Michigan
2025-02-01,388079420,46811512,12.1,2235236,Michigan
2025-03-01,487163311,33549825,6.9,1204008,Michigan
2025-04-01,426993695,42958991,10.1,1958998,Michigan
2025-05-01,395296514,51245146,13,2758483,Michigan
2025-06-01,309922493,45289962,14.6,2401925,Michigan
2025-07-01,288488356,35116688,12.2,1848982,Michigan
2025-08-01,345619335,50512970,14.6,2756108,Michigan
2018-08-01,7696051,645057,8.4,77407,Mississippi
2018-09-01,31770270,5503793,17.3,660455,Mississippi
2018-10-01,32837334,1178343,3.6,141401,Mississippi
2018-11-01,44499883,1674250,3.8,200910,Mississippi
2018-12-01,41762048,6174224,14.8,740907,Mississippi
2019-01-01,35190774,2793238,7.9,335189,Mississippi
2019-02-01,25148135,2756439,11,330773,Mississippi
2019-03-01,32421264,4898726,15.1,587847,Mississippi
2019-04-01,19188763,2057834,10.7,246940,Mississippi
2019-05-01,17438288,1191967,6.8,143036,Mississippi
2019-06-01,15190666,1625113,10.7,195014,Mississippi
2019-07-01,13383383,1053776,7.9,126453,Mississippi
2019-08-01,19876370,2884348,14.5,346122,Mississippi
2019-09-01,37870989,5631583,14.9,675790,Mississippi
2019-10-01,48019481,12295357,25.6,1475443,Mississippi
2019-11-01,56369036,3784071,6.7,454088,Mississippi
2019-12-01,49076433,3478919,7.1,417470,Mississippi
2020-01-01,45190371,4637967,10.3,556556,Mississippi
2020-02-01,34462822,2105780,6.1,252694,Mississippi
2020-03-01,10749403,648647,6,77838,Mississippi
2020-04-01,0,0,NA,0,Mississippi
2020-05-01,236503,87697,37.1,10524,Mississippi
2020-06-01,1575859,-62231,-3.9,-7468,Mississippi
2020-07-01,7916665,1335763,16.9,160292,Mississippi
2020-08-01,40489135,3748732,9.3,449848,Mississippi
2020-09-01,52220289,6598931,12.6,791872,Mississippi
2020-10-01,61192425,8769600,14.3,1052352,Mississippi
2020-11-01,54443370,8108102,14.9,972972,Mississippi
2020-12-01,55298807,7762542,14,931505,Mississippi
2021-01-01,67707628,9114483,13.5,1093738,Mississippi
2021-02-01,47807574,4606840,9.6,552821,Mississippi
2021-03-01,50546886,5237031,10.4,628444,Mississippi
2021-04-01,32917836,4300968,13.1,516116,Mississippi
2021-05-01,36125896,3888299,10.8,466596,Mississippi
2021-06-01,43099180,3194317,7.4,383318,Mississippi
2021-07-01,30659426,2887695,9.4,346523,Mississippi
2021-08-01,21436948,1886405,8.8,226369,Mississippi
2021-09-01,54835753,8846121,16.1,1061535,Mississippi
2021-10-01,83527015,9146353,11,1097562,Mississippi
2021-11-01,60582141,9520846,15.7,1142502,Mississippi
2021-12-01,56839743,3238730,5.7,388648,Mississippi
2022-01-01,66523295,6521389,9.8,782567,Mississippi
2022-02-01,40871618,1887995,4.6,226559,Mississippi
2022-03-01,47523073,3965723,8.3,475887,Mississippi
2022-04-01,35503585,4209290,11.9,505115,Mississippi
2022-05-01,29233786,4006359,13.7,480763,Mississippi
2022-06-01,25096238,2082091,8.3,249851,Mississippi
2022-07-01,18296341,2527212,13.8,303265,Mississippi
2022-08-01,21234898,2687465,12.7,322496,Mississippi
2022-09-01,43139311,8779943,20.4,1053593,Mississippi
2022-10-01,56199189,7687183,13.7,922462,Mississippi
2022-11-01,73605361,5087585,6.9,610510,Mississippi
2022-12-01,74358933,11297381,15.2,1355686,Mississippi
2023-01-01,57223251,5117380,8.9,614086,Mississippi
2023-02-01,39807504,3143541,7.9,377225,Mississippi
2023-03-01,46689392,4953171,10.6,594381,Mississippi
2023-04-01,31805004,4347138,13.7,521657,Mississippi
2023-05-01,26761691,3180953,11.9,381714,Mississippi
2023-06-01,20414902,1848676,9.1,221841,Mississippi
2023-07-01,17728739,2463671,13.9,295641,Mississippi
2023-08-01,21392231,2691244,12.6,322949,Mississippi
2023-09-01,51647915,8144028,15.8,977283,Mississippi
2023-10-01,49503679,7344506,14.8,881341,Mississippi
2023-11-01,62412735,3103061,5,372367,Mississippi
2023-12-01,48888089,4886771,10,586413,Mississippi
2024-01-01,57223251,5117380,8.9,614086,Mississippi
2024-02-01,31374402,2297096,7.3,275652,Mississippi
2024-03-01,44536548,3362903,7.6,403548,Mississippi
2024-04-01,34259933,3123104,9.1,374772,Mississippi
2024-05-01,27005663,2058986,7.6,247078,Mississippi
2024-06-01,19373328,1942407,10,233089,Mississippi
2024-07-01,13919354,1876206,13.5,225145,Mississippi
2024-08-01,22634557,3184653,14.1,382158,Mississippi
2024-09-01,51767998,7043852,13.6,845262,Mississippi
2024-10-01,48581329,2864365,5.9,343724,Mississippi
2024-11-01,57887406,8048596,13.9,965832,Mississippi
2024-12-01,56437278,-871100,-1.5,-104532,Mississippi
2025-01-01,42524280,5083475,12,610017,Mississippi
2025-02-01,30544101,1294775,4.2,155373,Mississippi
2025-03-01,34455293,1910770,5.5,229292,Mississippi
2025-04-01,24940446,3689186,14.8,442702,Mississippi
2025-05-01,22587837,3412048,15.1,409446,Mississippi
2025-06-01,18173188,2745322,15.1,329439,Mississippi
2025-07-01,15036553,2625779,17.5,315093,Mississippi
2025-08-01,21905770,3804858,17.4,456583,Mississippi
2020-03-01,8051,3130,38.9,1395,Montana
2020-04-01,434,-289,-66.6,-199,Montana
2020-05-01,113283,30502,26.9,11504,Montana
2020-06-01,346600,68714,19.8,20433,Montana
2020-07-01,1554924,170766,11,9164,Montana
2020-08-01,2606465,240986,9.2,-11797,Montana
2020-09-01,2452736,303394,12.4,34872,Montana
2020-10-01,2935271,491142,16.7,118569,Montana
2020-11-01,3184529,465183,14.6,88038,Montana
2020-12-01,5568187,594935,10.7,22870,Montana
2021-01-01,5142569,486975,9.5,-16369,Montana
2021-02-01,3863473,309201,8,-46288,Montana
2021-03-01,4411507,652401,14.8,126750,Montana
2021-04-01,3253865,501413,15.4,105616,Montana
2021-05-01,3981680,496740,12.5,59143,Montana
2021-06-01,3700999,385441,10.4,9205,Montana
2021-07-01,2629806,446624,17,110186,Montana
2021-08-01,3349655,475519,14.2,84332,Montana
2021-09-01,3023972,561587,18.6,155514,Montana
2021-10-01,4404020,568817,12.9,77049,Montana
2021-11-01,4531859,879240,19.4,255632,Montana
2021-12-01,4922327,642265,13,90020,Montana
2022-01-01,5117844,669464,13.1,94608,Montana
2022-02-01,3631705,705841,19.4,205602,Montana
2022-03-01,3981218,671606,16.9,164091,Montana
2022-04-01,3243425,389693,12,39210,Montana
2022-05-01,3236702,382130,11.8,35076,Montana
2022-06-01,2911455,274694,9.4,-9871,Montana
2022-07-01,2560000,274000,10.7,10800,Montana
2022-08-01,2975100,440591,14.8,85849,Montana
2022-09-01,4940321,975542,19.7,288906,Montana
2022-10-01,5319627,681222,12.8,89556,Montana
2022-11-01,5782523,777488,13.4,119541,Montana
2022-12-01,7218595,931178,12.9,125591,Montana
2023-01-01,7139581,979495,13.7,159322,Montana
2023-02-01,4366807,560668,12.8,74392,Montana
2023-03-01,5784045,925542,16,208283,Montana
2023-04-01,5201964,633005,12.2,67685,Montana
2023-05-01,4457829,666686,15,132542,Montana
2023-06-01,3353974,282263,8.4,-31881,Montana
2023-07-01,2587209,560046,21.6,180795,Montana
2023-08-01,3221337,337442,10.5,9185,Montana
2023-09-01,6204965,676451,10.9,33573,Montana
2023-10-01,6787517,1102195,16.2,254066,Montana
2023-11-01,6996429,717423,10.3,10668,Montana
2023-12-01,6157163,1005395,16.3,233807,Montana
2024-01-01,5863499,852106,14.5,159454,Montana
2024-02-01,4702532,253229,5.4,-130215,Montana
2024-03-01,6588001,500562,7.6,-94943,Montana
2024-04-01,5486090,644653,11.8,57626,Montana
2024-05-01,4865206,599685,12.3,67899,Montana
2024-06-01,3880623,427612,11,23730,Montana
2024-07-01,2947631,567829,19.3,163840,Montana
2024-08-01,3782754,717347,19,203443,Montana
2024-09-01,6779010,893171,13.2,129162,Montana
2024-10-01,7590963,-26939,-0.4,-471621,Montana
2024-11-01,7427896,1593724,21.5,510561,Montana
2024-12-01,6555798,110041,1.7,-327323,Montana
2025-01-01,5750903,1289382,22.4,428575,Montana
2025-02-01,3743226,185247,4.9,-113445,Montana
2025-03-01,6200120,685026,11,39008,Montana
2025-04-01,6207185,759848,12.2,83478,Montana
2025-05-01,4981328,763059,15.3,158956,Montana
2025-06-01,3957691,1023494,25.9,376635,Montana
2025-07-01,3724170,617135,16.6,146831,Montana
2025-08-01,4510557,791342,17.5,204172,Montana
2023-06-01,5081,-508,-10,0,Nebraska
2023-07-01,821132,82113,10,16423,Nebraska
2023-08-01,1056513,105651,10,21130,Nebraska
2023-09-01,2476070,247606,10,49521,Nebraska
2023-10-01,3851746,385175,10,77035,Nebraska
2023-11-01,3251008,325100,10,65018,Nebraska
2023-12-01,6338108,633811,10,126761,Nebraska
2024-01-01,5269600,410236,7.8,93720,Nebraska
2024-02-01,2633123,133106,5.1,39643,Nebraska
2024-03-01,4524623,449533,9.9,90200,Nebraska
2024-04-01,3772023,377203,10,75441,Nebraska
2024-05-01,3405146,340515,10,68102,Nebraska
